7.054715673809933e-06,5.743544595290555e-05
7.058627570291168e-06,5.744054448157757e-05
7.062543717585641e-06,5.744538802812893e-05
7.066478035969407e-06,5.7450901534081214e-05
7.0703307801544625e-06,5.745716535143386e-05
7.074113590955662e-06,5.7463511221010994e-05
7.077907017943539e-06,5.7469284659480925e-05
7.081728738672202e-06,5.747426650038069e-05
7.085599129606872e-06,5.747857500396183e-05
7.089472697449956e-06,5.7482070855550054e-05
7.093370319371336e-06,5.748512735995043e-05
7.097280790016336e-06,5.748822171872887e-05
7.10120256467024e-06,5.749131992056114e-05
7.105147536399696e-06,5.7494536400512944e-05
7.109114074813815e-06,5.749798038299106e-05
7.11285479661221e-06,5.750150276803333e-05
7.116364564336222e-06,5.750505571108426e-05
7.119887710712741e-06,5.7508671113572815e-05
7.123531023190351e-06,5.751234560876699e-05
7.127338381927931e-06,5.751606367949807e-05
7.131180954826964e-06,5.7519962573205804e-05
7.134975268628072e-06,5.752426010043018e-05
7.138632431521088e-06,5.752891789203119e-05
7.1422518019926525e-06,5.753382899868867e-05
7.145910765256968e-06,5.753881605857384e-05
7.149584590836953e-06,5.754350931614245e-05
7.153293059210005e-06,5.754767074090309e-05
7.157077348451443e-06,5.755123177069058e-05
7.1608960052808805e-06,5.7554506901358275e-05
7.164769730526324e-06,5.755798466404297e-05
7.168697735960434e-06,5.756170606532814e-05
7.17258742781733e-06,5.756565298797246e-05
7.176399884675087e-06,5.757004377187524e-05
7.1801489314177895e-06,5.75752390693707e-05
7.183851123088826e-06,5.758106880437418e-05
7.187473862113295e-06,5.758687396199998e-05
7.191049619659057e-06,5.7592397670447814e-05
7.194664129044955e-06,5.759672238064777e-05
7.198276335694564e-06,5.759987118032387e-05
7.201916152817916e-06,5.7603029548533505e-05
7.205577135471202e-06,5.760627882059428e-05
7.2092458583601335e-06,5.760973645698928e-05
7.2129584204954395e-06,5.7613580471212945e-05
7.216697229258972e-06,5.7617704829363637e-05
7.2204365965436695e-06,5.76221792584486e-05
7.2239914964142926e-06,5.762678687695997e-05
7.227133503393266e-06,5.7631474121670836e-05
7.230183691858782e-06,5.763640819471742e-05
7.233449269235832e-06,5.764148364672468e-05
7.236857148423968e-06,5.764662326863293e-05
7.24026183669201e-06,5.765205690123981e-05
7.243657235180662e-06,5.7658141254892687e-05
7.247021993171437e-06,5.766520067438004e-05
7.250345640103279e-06,5.7672685828189995e-05
7.253702117632125e-06,5.7679692419636366e-05
7.257023023126492e-06,5.768578115058927e-05
7.260289649065922e-06,5.7690431529339976e-05
7.263535490613916e-06,5.769389282711368e-05
7.266839568866229e-06,5.7697102597588526e-05
7.270144482540205e-06,5.770060636512189e-05
7.273494029658889e-06,5.7704249833495304e-05
7.276852341546515e-06,5.7707943412933123e-05
7.280205619056885e-06,5.771239842005863e-05
7.283555978968457e-06,5.77178120931863e-05
7.286932663478406e-06,5.7723813147617744e-05
7.290340335515278e-06,5.77299990646964e-05
7.293748273420399e-06,5.773540463971209e-05
7.297186853802611e-06,5.7739778473425083e-05
7.300618300564072e-06,5.774320259155992e-05
7.303986900200528e-06,5.7745437786121885e-05
7.3073485889909e-06,5.7746916623325e-05
7.310787345817034e-06,5.774796242029788e-05
7.314392692642166e-06,5.774870581113648e-05
7.318106813784935e-06,5.7749452120895856e-05
7.321785891023016e-06,5.775027096844243e-05
7.325420606823515e-06,5.77510740503792e-05
7.329031331360866e-06,5.775194379921998e-05
7.332592852533261e-06,5.775286540230897e-05
7.336129360365094e-06,5.7753644756289754e-05
7.339669988771146e-06,5.775440874909086e-05
7.3432116154009944e-06,5.7755657164282686e-05
7.346806473400485e-06,5.775781489737315e-05
7.350368862031781e-06,5.776075133849741e-05
7.353971010951962e-06,5.776399655358114e-05
7.35764383456783e-06,5.77668687899338e-05
7.36137355442179e-06,5.776847301095966e-05
7.365087081672217e-06,5.776797454641393e-05
7.368813249567598e-06,5.7766104991954545e-05
7.372562547183159e-06,5.776385434610651e-05
7.376285332334093e-06,5.776142337698252e-05
7.380037518478465e-06,5.775872677944392e-05
7.3837922817744505e-06,5.7755494046121686e-05
7.387521933647853e-06,5.775213256149802e-05
7.391250898494974e-06,5.7749408055136907e-05
7.39498999666349e-06,5.774708940248223e-05
7.39868740662671e-06,5.774478427401351e-05
7.402404295672471e-06,5.774235296127194e-05
7.406159060673322e-06,5.7740168109191253e-05
7.40989154038319e-06,5.773813242001547e-05
7.413641127969715e-06,5.773634129704302e-05
7.417395305216091e-06,5.7734324957507714e-05
7.421165192322958e-06,5.773128000499085e-05
7.425086314247988e-06,5.7727759722758924e-05
7.429017713259745e-06,5.7724087479412215e-05
7.432656590539055e-06,5.772017107529838e-05
7.436004192693638e-06,5.771612145868964e-05
7.4393446990615654e-06,5.771178947206456e-05
